"Facility Name","CMS Certification Number (CCN)","Alternate CCN","Address","City","State","Zip Code","Network","Measure Name","Achievement Measure Ratio","SHR Measure Score","SHR Reason for No Score (See Footnotes File)","State Average SHR Measure Score","National Average SHR Measure Score"
"DaVita River City Dialysis","242535","-","1970 NORTHWESTERN AVE S","STILLWATER","MN","55082","Network 11","Standardized Hospitalization Ratio","109.26","7","-","4","3"
"DaVita Riverdale Dialysis Center","332565","-","170 W. 233RD STREET","BRONX","NY","10463","Network 2","Standardized Hospitalization Ratio","180.99","0","-","2","3"
"DaVita Riverlakes At Home Training","552795","-","3933 COFFEE ROAD, SUITE A","BAKERSFIELD","CA","93308","Network 18","Standardized Hospitalization Ratio","178.15","0","-","4","3"
"DaVita River Oaks Dialysis","442747","-","8000 WOLF RIVER BLVD","GERMANTOWN","TN","38138","Network 8","Standardized Hospitalization Ratio","156.26","2","-","3","3"
"DaVita River Parishes Dialysis","192681","-","2880 W AIRLINE HWY","LaPlace","LA","70068","Network 13","Standardized Hospitalization Ratio","230.58","0","-","4","3"
"DaVita River Park Dialysis","452898","-","2010 SOUTH LOOP 336 WEST","CONROE","TX","77304","Network 14","Standardized Hospitalization Ratio","181.85","0","-","2","3"
"DaVita Riverpoint Dialysis Unit","162529","-","501 SW 7TH ST STE B","DES MOINES","IA","50309","Network 12","Standardized Hospitalization Ratio","99.44","8","-","6","3"
"DaVita Rivers Edge Dialysis","362748","-","1006 E. STATE ST., STE. B","ATHENS","OH","45701","Network 9","Standardized Hospitalization Ratio","180.10","0","-","3","3"
"DaVita Riverside Dialysis Center","052532","-","4361 LATHAM STREET, SUITE 100","Riverside","CA","92501","Network 18","Standardized Hospitalization Ratio","163.03","1","-","4","3"
"DaVita Riverside PD Central","552627","-","3660 PARK SIERRA DR, SUITE 108","Riverside","CA","92505","Network 18","Standardized Hospitalization Ratio","141.18","4","-","4","3"
"DaVita Riverside Renal Center","452751","-","3710 FM 1889","Robstown","TX","78380","Network 14","Standardized Hospitalization Ratio","160.06","1","-","2","3"
"DaVita Riverstone Dialysis","672769","-","5672 HIGHWAY 6","MISSOURI CITY","TX","77459","Network 14","Standardized Hospitalization Ratio","194.45","0","-","2","3"
"DaVita Rivertowne Dialysis","212621","-","6169 LIVINGSTON ROAD","OXON HILL","MD","20745","Network 5","Standardized Hospitalization Ratio","99.82","8","-","6","3"
"DaVita River Valley Dialysis","042508","-","3121 W SECOND CT","RUSSELLVILLE","AR","72801","Network 13","Standardized Hospitalization Ratio","163.01","1","-","4","3"
"DaVita Riverview Dialysis","232686","-","18236 FORT ST","RIVERVIEW","MI","48193","Network 11","Standardized Hospitalization Ratio","167.24","1","-","3","3"
"DaVita Riverwood Dialysis","232665","-","24467 W 10 MILE RD","SOUTHFIELD","MI","48033","Network 11","Standardized Hospitalization Ratio","147.86","3","-","3","3"
"DaVita RoadRunner Dialysis","742541","-","5010 WISEMAN BLVD","San Antonio","TX","78251","Network 14","Standardized Hospitalization Ratio","216.69","0","-","2","3"
"DaVita Robbinsdale Dialysis","242582","-","3461 W BROADWAY AVENUE","ROBBINSDALE","MN","55422","Network 11","Standardized Hospitalization Ratio","169.30","0","-","4","3"
"DaVita Robidoux Dialysis","262691","-","802 JULES ST","SAINT JOSEPH","MO","64501","Network 12","Standardized Hospitalization Ratio","147.64","3","-","2","3"
"DaVita Robinson Dialysis","142714","-","1215 N. ALLEN STREET, STE B","ROBINSON","IL","62454","Network 10","Standardized Hospitalization Ratio","148.49","3","-","3","3"
"DaVita Robinson HT at Home","392824","-","5888 STEUBENVILLE PIKE, SUITE 4","McKees Rocks","PA","15136","Network 4","Standardized Hospitalization Ratio","141.34","3","-","3","3"
"DaVita Rochester Dialysis","242600","-","2660 S BROADWAY STE A","ROCHESTER","MN","55904","Network 11","Standardized Hospitalization Ratio","182.81","0","-","4","3"
"DaVita Rochester Hills Dialysis","232628","-","1886 W AUBURN RD","ROCHESTER HILLS","MI","48309","Network 11","Standardized Hospitalization Ratio","134.77","4","-","3","3"
"DaVita Rockbridge Dialysis","852534","-","8032 ROCKBRIDGE ROAD","LITHONIA","GA","30058","Network 6","Standardized Hospitalization Ratio","135.36","4","-","3","3"
"DaVita Rock Creek Dialysis","212678","-","5544 NORBECK RD","ROCKVILLE","MD","20853","Network 5","Standardized Hospitalization Ratio","86.67","10","-","6","3"
"DaVita Rockford Dialysis","142647","-","3339  N.  ROCKTON AVE","ROCKFORD","IL","61103","Network 10","Standardized Hospitalization Ratio","182.21","2","-","3","3"
"DaVita Rockland County Dialysis","332794","-","203 WEST ROUTE 59","Nanuet","NY","10954","Network 2","Standardized Hospitalization Ratio","109.01","7","-","2","3"
"DaVita Rock Prairie Road Dialysis","672504","-","1724 BIRMINGHAM ROAD","COLLEGE STATION","TX","77845","Network 14","Standardized Hospitalization Ratio","155.01","2","-","2","3"
"DaVita Rockside Dialysis","362731","-","4801 ACORN DRIVE","INDEPENDENCE","OH","44131","Network 9","Standardized Hospitalization Ratio","147.84","3","-","3","3"
"DaVita Rockville Dialysis Center","212511","-","15204 OMEGA DRIVE","ROCKVILLE","MD","20850","Network 5","Standardized Hospitalization Ratio","80.88","10","-","6","3"
"DaVita Rockwall Dialysis Center","672638","-","2346 GREENCREST BLVD","Rockwall","TX","75087","Network 14","Standardized Hospitalization Ratio","178.83","0","-","2","3"
"DaVita Rocky Top Dialysis","442676","-","921 NEW HWY 68","SWEETWATER","TN","37874","Network 8","Standardized Hospitalization Ratio","146.57","3","-","3","3"
"DaVita Rogue Valley Dialysis","382505","-","760 GOLF VIEW DR STE 100","MEDFORD","OR","97504","Network 16","Standardized Hospitalization Ratio","133.13","4","-","5","3"
"DaVita Rolla Dialysis","262536","-","1503 E. 10TH ST.","Rolla","MO","65401","Network 12","Standardized Hospitalization Ratio","199.53","0","-","2","3"
"DaVita Rolla Home Training","262692","-","1702 E 10TH ST SUITE B","ROLLA","MO","65401","Network 12","Standardized Hospitalization Ratio","149.86","2","-","2","3"
"DaVita Rolling Hills Dialysis","552832","-","25210 CRENSHAW BLVD., SUITE 110","TORRANCE","CA","90505","Network 18","Standardized Hospitalization Ratio","159.97","1","-","4","3"
"DaVita Romano Woods Dialysis","672655","-","16910 MATHIS CHURCH ROAD","HOUSTON","TX","77090","Network 14","Standardized Hospitalization Ratio","133.58","4","-","2","3"
"DaVita Rome Dialysis","112505","-","20 RIVERBEND DRIVE","ROME","GA","30161","Network 6","Standardized Hospitalization Ratio","172.61","1","-","3","3"
"DaVita Romulus Dialysis","232596","-","31470 ECORSE RD","ROMULUS","MI","48174","Network 11","Standardized Hospitalization Ratio","218.47","0","-","3","3"
"DaVita Roosevelt Avenue Dialysis","392883","-","1695 ROOSEVELT AVE., SUITE A","York","PA","17408","Network 4","Standardized Hospitalization Ratio","208.37","0","-","3","3"
"DaVita Roscommon Dialysis","232705","-","10450 N ROSCOMMON RD","ROSCOMMON","MI","48653","Network 11","Standardized Hospitalization Ratio","137.98","4","-","3","3"
"DaVita Rosebud Dialysis","432504","-","1 SOLDIER CREEK RD","ROSEBUD","SD","57570","Network 11","Standardized Hospitalization Ratio","97.00","8","-","6","3"
"DaVita Roseburg Mercy Dialysis","382514","-","2410 NW EDENBOWER BLVD SUITE 178","ROSEBURG","OR","97471","Network 16","Standardized Hospitalization Ratio","116.49","6","-","5","3"
"DaVita Rose City Dialysis","552891","-","1382 LOCUST ST","Pasadena","CA","91106","Network 18","Standardized Hospitalization Ratio","113.81","7","-","4","3"
"DaVita Rose Point Dialysis","552861","-","400 N PALM AVE","Wasco","CA","93280","Network 18","Standardized Hospitalization Ratio","121.57","6","-","4","3"
"DaVita Rose Rock Dialysis","372586","-","9913 E RENO AVE","OKLAHOMA CITY","OK","73130","Network 13","Standardized Hospitalization Ratio","155.84","2","-","2","3"
"DaVita Roseville Commons Dialysis","232736","-","18001 E 10 MILE RD STE B","ROSEVILLE","MI","48066","Network 11","Standardized Hospitalization Ratio","233.22","0","-","3","3"
"DaVita Roseville Dialysis","552771","-","1836 SIERRA GARDENS DR., SUITE 150","ROSEVILLE","CA","95661","Network 17","Standardized Hospitalization Ratio","121.84","6","-","4","3"
"DaVita Rosewood Dialysis","342752","-","105 ADAIR DRIVE","Goldsboro","NC","27530","Network 6","Standardized Hospitalization Ratio","186.31","0","-","4","3"
"Davita Round Rock Dialysis","672780","-","1800 ROUND ROCK AVENUE","ROUND ROCK","TX","78681","Network 14","Standardized Hospitalization Ratio","174.02","0","-","2","3"
"DaVita Rowland Heights Dialysis","552843","-","17875 COLIMA RD, SUITE A","City of Industry","CA","91748","Network 18","Standardized Hospitalization Ratio","150.48","2","-","4","3"
"DaVita Roxboro Dialysis","342562","-","1005 RIDGE ROAD","ROXBORO","NC","27573","Network 6","Standardized Hospitalization Ratio","157.45","2","-","4","3"
"DaVita Roxbury Dialysis Center","142665","-","622 ROXBURY ROAD","ROCKFORD","IL","61107","Network 10","Standardized Hospitalization Ratio","143.72","3","-","3","3"
"DaVita RTC-Columbia Dialysis","262611","-","1701 E BROADWAY SUITE G-02","COLUMBIA","MO","65201","Network 12","Standardized Hospitalization Ratio","188.83","0","-","2","3"
"DaVita Rushville Dialysis","142620","-","112 SULLIVAN DR","RUSHVILLE","IL","62681","Network 10","Standardized Hospitalization Ratio","122.02","6","-","3","3"
"DaVita Russellville Dialysis","012602","-","14897 HWY 43","RUSSELLVILLE","AL","35653","Network 8","Standardized Hospitalization Ratio","145.63","3","-","4","3"
"DAVITA - RUTGERS PARK DIALYSIS","142869","-","8604 WOODWARD AVENUE","WOODRIDGE","IL","60517","Network 10","Standardized Hospitalization Ratio","114.46","7","-","3","3"
"DaVita Rutherford Crossing Dialysis","492704","-","141 MARKET STREET","WINCHESTER","VA","22603","Network 5","Standardized Hospitalization Ratio","196.04","0","-","4","3"
"DaVita Rutland Dialysis","072555","-","100 GRAND STREET","New Britain","CT","06052","Network 1","Standardized Hospitalization Ratio","171.46","3","-","3","3"
"DaVita Sabetha Dialysis","172534","-","106 N 12TH ST.","Sabetha","KS","66534","Network 12","Standardized Hospitalization Ratio","128.73","5","-","4","3"
"DaVita Sable Dialysis","062576","-","509 N SABLE BLVD","AURORA","CO","80011","Network 15","Standardized Hospitalization Ratio","134.51","4","-","6","3"
"DaVita Saddleback Dialysis","052808","-","23141 PLAZA POINTE DRIVE","Laguna Hills","CA","92653","Network 18","Standardized Hospitalization Ratio","149.23","2","-","4","3"
"DaVita Sagemeadow Dialysis","672670","-","10923 SCARSDALE BLVD","HOUSTON","TX","77089","Network 14","Standardized Hospitalization Ratio","172.98","0","-","2","3"
"DaVita Saginaw Dialysis","232586","-","311 HOYT AVE","SAGINAW","MI","48607","Network 11","Standardized Hospitalization Ratio","118.92","6","-","3","3"
"DaVita Saint Charles Way Dialysis","392838","-","308 ST. CHARLES WAY","York","PA","17403","Network 4","Standardized Hospitalization Ratio","140.27","4","-","3","3"
"DaVita Salem Dialysis","382502","-","3550 LIBERTY RD S SUITE 100","SALEM","OR","97302","Network 16","Standardized Hospitalization Ratio","147.42","3","-","5","3"
"DaVita Salem Northeast Dialysis","222543","-","207 HIGHLAND AVE","SALEM","MA","01970","Network 1","Standardized Hospitalization Ratio","150.03","3","-","2","3"
"DaVita Salinas Valley Dialysis Center","052602","-","955 BLANCO CIRCLE, STE. #C","Salinas","CA","93901","Network 17","Standardized Hospitalization Ratio","155.11","3","-","4","3"
"DaVita Saline County Dialysis","042558","-","GROUND LEVEL-1200 N MAIN STE 2","BENTON","AR","72015","Network 13","Standardized Hospitalization Ratio","176.00","0","-","4","3"
"DaVita Salt Creek Dialysis","142855","-","196 W. NORTH AVENUE","VILLA PARK","IL","60181","Network 10","Standardized Hospitalization Ratio","164.48","1","-","3","3"
"DaVita Sampson County Home Training","342712","-","331 NORTH BLVD","CLINTON","NC","28328","Network 6","Standardized Hospitalization Ratio","No Rate","No Score","13","4","3"
"DaVita San Angelo Dialysis","672719","-","3518 KNICKERBOCKER RD","SAN ANGELO","TX","76904","Network 14","Standardized Hospitalization Ratio","200.08","0","-","2","3"
"DaVita San Antonio West Dialysis","452587","-","4530 CALLAGHAN ROAD","SAN ANTONIO","TX","78228","Network 14","Standardized Hospitalization Ratio","129.64","5","-","2","3"
"DaVita San Bernardino Home Training","552776","-","966 E. HOSPITALITY LANE","SAN BERNARDINO","CA","92408","Network 18","Standardized Hospitalization Ratio","158.90","1","-","4","3"
"DaVita San Bruno Dialysis","552878","-","841 SAN BRUNO AVENUE WEST","SAN BRUNO","CA","94066","Network 17","Standardized Hospitalization Ratio","130.31","5","-","4","3"
"DaVita Sandford Boulevard Dialysis","332778","-","120 E. SANDFORD BLVD","Mount Vernon","NY","10550","Network 2","Standardized Hospitalization Ratio","203.73","0","-","2","3"
"DaVita Sandhills Dialysis","342690","-","934 S. LONG DRIVE","Rockingham","NC","28379","Network 6","Standardized Hospitalization Ratio","101.08","8","-","4","3"
"DaVita Sandia Peak Dialysis","322556","-","10410 COPPER POINTE WAY NE","ALBUQUERQUE","NM","87123","Network 15","Standardized Hospitalization Ratio","94.72","9","-","5","3"
"DaVita San Diego East Dialysis","052883","-","292 EUCLID AVENUE, SUITE 100","San Diego","CA","92114","Network 18","Standardized Hospitalization Ratio","118.89","6","-","4","3"
"DaVita San Diego South Dialysis","052799","-","1220 E. PLAZA BLVD SUITE 502","National City","CA","91950","Network 18","Standardized Hospitalization Ratio","148.48","3","-","4","3"
"DaVita Sandusky Dialysis Center","362700","-","211 LAKESIDE PARK","SANDUSKY","OH","44870","Network 9","Standardized Hospitalization Ratio","160.22","1","-","3","3"
"Davita Sandy Shores Dialysis","682674","-","5947 20TH STREET","Vero Beach","FL","32966","Network 7","Standardized Hospitalization Ratio","123.02","5","-","2","3"
"DaVita Sanford Dialysis","102827","-","902 S PERSIMMON AVE","Sanford","FL","32771","Network 7","Standardized Hospitalization Ratio","163.15","1","-","2","3"
"DaVita San Francisco Dialysis","052719","-","1499 WEBSTER STREET","SAN FRANCISCO","CA","94115","Network 17","Standardized Hospitalization Ratio","163.04","1","-","4","3"
"DaVita San Francisco Home Training (PD)","552736","-","1493 WEBSTER STREET","SAN FRANCISCO","CA","94115","Network 17","Standardized Hospitalization Ratio","130.50","5","-","4","3"
"DaVita Sanger Sequoia Dialysis","552650","-","2517 JENSEN AVENUE BUILDING B","SANGER","CA","93657","Network 17","Standardized Hospitalization Ratio","96.59","9","-","4","3"
"DaVita San Jacinto Dialysis","452530","-","11430 E FREEWAY","HOUSTON","TX","77029","Network 14","Standardized Hospitalization Ratio","147.54","3","-","2","3"
"DaVita San Juan Capistrano South Dialysis","052648","-","31736 RANCHO VIEJO ROAD, SUITE B","SAN JUAN CAPISTRANO","CA","92675","Network 18","Standardized Hospitalization Ratio","124.21","5","-","4","3"
"DaVita San Juan Dialysis","322561","-","4525 ROWE AVE","Farmington","NM","87402","Network 15","Standardized Hospitalization Ratio","149.95","2","-","5","3"
"DaVita San Leandro Dialysis","552633","-","15555 EAST 14TH STREET SUITE 520","SAN LEANDRO","CA","94578","Network 17","Standardized Hospitalization Ratio","108.05","7","-","4","3"
"DaVita San Leandro Marina Dialysis","552749","-","2551 MERCED ST","SAN LEANDRO","CA","94577","Network 17","Standardized Hospitalization Ratio","122.71","6","-","4","3"
"DaVita San Luis Obispo Dialysis","052811","-","1043 MARSH STREET","San Luis Obispo","CA","93401","Network 18","Standardized Hospitalization Ratio","90.11","9","-","4","3"
"DaVita San Marcos Dialysis Center","552618","-","2135 MONTIEL ROAD, BLDG. B","San Marcos","CA","92069","Network 18","Standardized Hospitalization Ratio","115.77","6","-","4","3"
"DaVita-San Marino Home Training Center","752520","-","900 HUNTINGTON DRIVE SUITE. B","San Marino","CA","91108","Network 18","Standardized Hospitalization Ratio","101.93","8","-","4","3"
"DaVita San Pablo Dialysis","052560","-","13352 SAN PABLO AVENUE","SAN PABLO","CA","94806","Network 17","Standardized Hospitalization Ratio","133.72","4","-","4","3"
"DaVita San Rafael Dialysis","552794","-","1415 3RD STREET","SAN RAFAEL","CA","94901","Network 17","Standardized Hospitalization Ratio","106.66","7","-","4","3"
"DaVita San Ramon Valley Home Training","552842","-","1320 EL CAPITAN DR STE 210","DANVILLE","CA","94526","Network 17","Standardized Hospitalization Ratio","187.34","0","-","4","3"
"DaVita Santa Clara Dialysis","552737","-","777 LAWRENCE EXPRESSWAY","SANTA CLARA","CA","95051","Network 17","Standardized Hospitalization Ratio","123.86","5","-","4","3"
"DaVita Santa Fe Springs Dialysis","552597","-","11147 WASHINGTON BLVD.","Whittier","CA","90606","Network 18","Standardized Hospitalization Ratio","179.96","0","-","4","3"
"DaVita Santa Monica Dialysis","052665","-","1260 15TH STREET, SUITE 102","Santa Monica","CA","90404","Network 18","Standardized Hospitalization Ratio","177.58","0","-","4","3"
"DaVita Santa Paula Dialysis","052800","-","253 MARCH STREET","Santa Paula","CA","93060","Network 18","Standardized Hospitalization Ratio","127.24","5","-","4","3"
"DaVita Santa Rosa Dialysis","102726","-","5819 HIGHWAY 90","MILTON","FL","32583","Network 7","Standardized Hospitalization Ratio","166.43","1","-","2","3"
"DaVita Santee Dialysis","422547","-","228 BRADFORD BLVD","SANTEE","SC","29142","Network 6","Standardized Hospitalization Ratio","146.18","3","-","3","3"
"DaVita San Ysidro Dialysis","052866","-","1445 30TH STREET, SUITE A AND B","San Diego","CA","92154","Network 18","Standardized Hospitalization Ratio","120.90","6","-","4","3"
"DaVita Sapulpa Dialysis","372560","-","9647 RIDGEVIEW ST","TULSA","OK","74131","Network 13","Standardized Hospitalization Ratio","160.07","1","-","2","3"
"DaVita Satilla River Dialysis","112817","-","308 CARSWELL AVE","WAYCROSS","GA","31501","Network 6","Standardized Hospitalization Ratio","221.31","0","-","3","3"
"DaVita Sauget Dialysis","142561","-","2061 GOOSE LAKE ROAD","SAUGET","IL","62206","Network 10","Standardized Hospitalization Ratio","224.06","0","-","3","3"
"DaVita Savannah Gateway Dialysis","112859","-","5973 OGEECHEE ROAD","SAVANNAH","GA","31419","Network 6","Standardized Hospitalization Ratio","180.67","0","-","3","3"
"DaVita Savannah Riverside at Home","112891","-","540 E OGLETHORPE AVE","SAVANNAH","GA","31401","Network 6","Standardized Hospitalization Ratio","156.47","2","-","3","3"
"DaVita Sayreville","312702","-","2909 WASHINGTON ROAD STE 130","Parlin","NJ","08859","Network 3","Standardized Hospitalization Ratio","105.62","7","-","3","3"
"DaVita Schaeffer Drive Dialysis","232583","-","18100 SCHAEFER HWY","DETROIT","MI","48235","Network 11","Standardized Hospitalization Ratio","193.45","0","-","3","3"
"DaVita Schaumburg Renal Center","142654","-","1156 S. ROSELLE RD.","SCHAUMBURG","IL","60193","Network 10","Standardized Hospitalization Ratio","147.70","3","-","3","3"
"DaVita Scotlandville Dialysis","192720","-","7797 HOWELL BLVD","BATON ROUGE","LA","70807","Network 13","Standardized Hospitalization Ratio","220.20","0","-","4","3"
"DaVita Scott County Dialysis","242567","-","7456 SOUTH PARK DR","SAVAGE","MN","55378","Network 11","Standardized Hospitalization Ratio","124.24","7","-","4","3"
"DaVita Scottsbluff Dialysis Center","282502","-","820 W 42ND ST SUITE 1600","SCOTTSBLUFF","NE","69361","Network 12","Standardized Hospitalization Ratio","152.59","2","-","3","3"
"DaVita Scottsburg Dialysis","152646","-","1619 W. MCCLAIN AVE.","SCOTTSBURG","IN","47170","Network 9","Standardized Hospitalization Ratio","114.83","6","-","4","3"
"DaVita Scranton Dialysis","392729","-","475 MORGAN HIGHWAY","Scranton","PA","18508","Network 4","Standardized Hospitalization Ratio","149.94","2","-","3","3"
"DaVita Sealy Dialysis","672606","-","2242 CHAMPIONSHIP DRIVE","SEALY","TX","77474","Network 14","Standardized Hospitalization Ratio","176.04","0","-","2","3"
"DaVita Searcy Dialysis","042514","-","3208 LANGLEY DR","SEARCY","AR","72143","Network 13","Standardized Hospitalization Ratio","184.31","0","-","4","3"
"DaVita Seaway Dialysis","332759","-","999 E. RIDGE ROAD","ROCHESTER","NY","14621","Network 2","Standardized Hospitalization Ratio","176.61","4","-","2","3"
"DaVita SEDC Burgaw Dialysis Center","342558","-","704 SOUTH DICKERSON STREET","BURGAW","NC","28425","Network 6","Standardized Hospitalization Ratio","101.45","8","-","4","3"
"DaVita SEDC Elizabethtown Dialysis Center","342578","-","101 DIALYSIS DRIVE","ELIZABETHTOWN","NC","28337","Network 6","Standardized Hospitalization Ratio","185.32","0","-","4","3"
"DaVita SEDC Jacksonville Dialysis Center","342532","-","14 OFFICE PARK DRIVE","JACKSONVILLE","NC","28546","Network 6","Standardized Hospitalization Ratio","123.44","5","-","4","3"
"DaVita SEDC Kenansville Dialysis Center","342535","-","133 LIMESTONE RD","Kenansville","NC","28349","Network 6","Standardized Hospitalization Ratio","110.41","7","-","4","3"
"DaVita SEDC Shallotte Dialysis Center","342582","-","4770 SHALLOTTE AVENUE","Shallotte","NC","28470","Network 6","Standardized Hospitalization Ratio","130.96","5","-","4","3"
"DaVita SEDC Whiteville Dialysis Center","342521","-","608 PECAN LANE","WHITEVILLE","NC","28472","Network 6","Standardized Hospitalization Ratio","95.08","9","-","4","3"
"DaVita SEDC Wilmington Dialysis Center","342511","-","2215 YAUPON DRIVE","WILMINGTON","NC","28401","Network 6","Standardized Hospitalization Ratio","156.54","2","-","4","3"
"DaVita Seguin Dialysis","672707","-","618 E COURT ST","SEGUIN","TX","78155","Network 14","Standardized Hospitalization Ratio","134.01","4","-","2","3"
"DaVita Selinsgrove Dialysis","392628","-","1030 NORTH SUSQUEHANNA TRAIL","Selinsgrove","PA","17870","Network 4","Standardized Hospitalization Ratio","135.61","4","-","3","3"
"DaVita Sells Dialysis","032513","-","HWY 86 - MP 113","SELLS","AZ","85634","Network 15","Standardized Hospitalization Ratio","123.47","5","-","3","3"
"DaVita Selma Dialysis","052770","-","2711 CINEMA WAY #111","SELMA","CA","93662","Network 17","Standardized Hospitalization Ratio","143.93","3","-","4","3"
"DaVita Selmer Dialysis","442592","-","771 MULBERRY AVENUE","Selmer","TN","38375","Network 8","Standardized Hospitalization Ratio","214.50","0","-","3","3"
"DaVita Seneca Dialysis","362622","-","10 ST. LAWRENCE DRIVE","TIFFIN","OH","44883","Network 9","Standardized Hospitalization Ratio","157.82","2","-","3","3"
"DaVita Senoia Dialysis","852518","-","105 VILLAGE CIRCLE","SENOIA","GA","30276","Network 6","Standardized Hospitalization Ratio","202.37","2","-","3","3"
"DaVita Sequoia Dialysis","552721","-","440 N. 11TH STREET","HANFORD","CA","93230","Network 18","Standardized Hospitalization Ratio","158.97","1","-","4","3"
"DaVita Serrano Dialysis","552830","-","1800 MEDICAL CENTER DR. SUITE 150","SAN BERNARDINO","CA","92411","Network 18","Standardized Hospitalization Ratio","166.24","1","-","4","3"
"DaVita Seton Drive Dialysis","212653","-","4800 SETON DRIVE","BALTIMORE","MD","21215","Network 5","Standardized Hospitalization Ratio","156.41","2","-","6","3"
"DaVita Seven Oaks Dialysis","552796","-","4651 CORPORATE COURT","BAKERSFIELD","CA","93311","Network 18","Standardized Hospitalization Ratio","83.31","10","-","4","3"
"DaVita Severn River Dialysis","212743","-","163 JENNIFER RD","Annapolis","MD","21401","Network 5","Standardized Hospitalization Ratio","193.67","0","-","6","3"
"DaVita Shaker Square Dialysis","362560","-","12800 SHAKER BLVD, STE. 1","CLEVELAND","OH","44120","Network 9","Standardized Hospitalization Ratio","168.08","1","-","3","3"
"DaVita Shamrock Dialysis","112813","-","1016 CLAXTON DAIRY ROAD STE 1A","DUBLIN","GA","31021","Network 6","Standardized Hospitalization Ratio","198.73","0","-","3","3"
"DaVita Shawnee Dialysis Center","372513","-","4409 N KICKAPOO AVE SUITE 113","SHAWNEE","OK","74804","Network 13","Standardized Hospitalization Ratio","207.80","0","-","2","3"
"DaVita Sheboygan Dialysis","522527","-","1338 N TAYLOR DR","SHEBOYGAN","WI","53081","Network 11","Standardized Hospitalization Ratio","149.22","2","-","4","3"
"DaVita Sheephead Bay Renal Care Center","332604","-","26 BRIGHTON 11TH STREET","BROOKLYN","NY","11235","Network 2","Standardized Hospitalization Ratio","167.59","0","-","2","3"
"DaVita Sheffield Dialysis","012551","-","1120 S JACKSON HWY STE 107","SHEFFIELD","AL","35660","Network 8","Standardized Hospitalization Ratio","100.13","8","-","4","3"
"DaVita Shelby County Dialysis","182635","-","50 CHURCH VIEW STREET","SHELBYVILLE","KY","40065","Network 9","Standardized Hospitalization Ratio","134.14","4","-","4","3"
"DaVita Shelbyville Road Dialysis","182614","-","4600 SHELBYVILLE ROAD, STE 310","LOUISVILLE","KY","40207","Network 9","Standardized Hospitalization Ratio","152.99","2","-","4","3"
"DaVita Shelton Dialysis","072510","-","750 BRIDGEPORT AVENUE","SHELTON","CT","06484","Network 1","Standardized Hospitalization Ratio","160.68","1","-","3","3"
"DaVita Shenandoah Dialysis","162527","-","300 PERSHING AVENUE","SHENANDOAH","IA","51601","Network 12","Standardized Hospitalization Ratio","206.04","0","-","6","3"
"DaVita Shepherdsville Dialysis Center","182600","-","150 BROOKS WAY, SUITE 15","BROOKS","KY","40109","Network 9","Standardized Hospitalization Ratio","118.04","6","-","4","3"
"DaVita Sherman Crossroads Dialysis","742535","-","209 W TRAVIS ST","SHERMAN","TX","75092","Network 14","Standardized Hospitalization Ratio","155.40","2","-","2","3"
"DaVita Sherman Dialysis Center","452774","-","1724 W US HIGHWAY 82 STE 100","SHERMAN","TX","75092","Network 14","Standardized Hospitalization Ratio","159.83","1","-","2","3"
"DaVita Shetek Dialysis, LLC","552822","-","390 S FAIR OAKS AVE","PASADENA","CA","91105","Network 18","Standardized Hospitalization Ratio","139.81","4","-","4","3"
"DaVita Shiloh Dialysis","142753","-","1095 NORTH GREEN MOUNT RD","BELLEVILLE","IL","62221","Network 10","Standardized Hospitalization Ratio","140.37","6","-","3","3"
"DaVita Shiprock Dialysis Center","322515","-","US HIGHWAY 491 N","SHIPROCK","NM","87420","Network 15","Standardized Hospitalization Ratio","120.07","6","-","5","3"
"DaVita Shoal Creek Dialysis","262676","-","8260 N BOOTH AVENUE","KANSAS CITY","MO","64158","Network 12","Standardized Hospitalization Ratio","158.14","2","-","2","3"
"DaVita Shrewsbury Dialysis","262572","-","7303 WATSON ROAD SUITE 7","SAINT LOUIS","MO","63119","Network 12","Standardized Hospitalization Ratio","180.95","0","-","2","3"
"DaVita Siena Henderson Dialysis Center","292524","-","2865 SIENA HEIGHTS DR STE 141","HENDERSON","NV","89052","Network 15","Standardized Hospitalization Ratio","152.35","2","-","2","3"
"DaVita Sierra Rose Dialysis Center","292520","-","685 SIERRA ROSE DR","RENO","NV","89511","Network 15","Standardized Hospitalization Ratio","148.88","3","-","2","3"
"DaVita Sierra Vista Dialysis","032520","-","629 N HIGHWAY 90 BYP, STE 6","SIERRA VISTA","AZ","85635","Network 15","Standardized Hospitalization Ratio","130.76","5","-","3","3"
"DaVita Sikeston Jaycee Regional Dialysis","262643","-","135 PLAZA DR # 101","SIKESTON","MO","63801","Network 12","Standardized Hospitalization Ratio","164.33","1","-","2","3"
"DaVita Silicon Valley Dialysis","552711","-","725 RIDDER PARK., STE 10","SAN JOSE","CA","95131","Network 17","Standardized Hospitalization Ratio","133.87","4","-","4","3"
"DaVita Silicon Valley Home Training","552712","-","725 RIDDER PARK DR., STE 50","SAN JOSE","CA","95131","Network 17","Standardized Hospitalization Ratio","154.84","2","-","4","3"
"DaVita Silverado Dialysis","052565","-","1100 TRANCAS ST","NAPA","CA","94558","Network 17","Standardized Hospitalization Ratio","100.48","8","-","4","3"
"DaVita Silverbridge Home Training","142757","-","2410 ALFT LANE, STE 101","ELGIN","IL","60124","Network 10","Standardized Hospitalization Ratio","116.89","6","-","3","3"
